Nume,CodFiscal,Judet,Telefon,CifraDeAfaceriNetaRON2021,ProfitNetRON2021,CotaDePiata2021,CodCAEN2021,DescriereCodCAEN2021,Salariati2020,CifraDeAfaceriNetaRON2020,ProfitNetRON2020,CotaDePiata2020,CodCAEN2020,DescriereCodCAEN2020,Salariati2019,CifraDeAfaceriNetaRON2019,ProfitNetRON2019,CotaDePiata2019,CodCAEN2019,DescriereCodCAEN2019,Salariati2018,CifraDeAfaceriNetaRON2018,ProfitNetRON2018,CotaDePiata2018,CodCAEN2018,DescriereCodCAEN2018
S.C. SITADENT SMILE CENTER SRL,39682876,MUREŞ,-,0,0,0%,8623,Activitati de asistenta stomatologica,2.0,0.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,0.0,0.0,0.0,0%,8623.0,Activitati de asistenta stomatologica,0.0,0.0,0.0,0%,8623.0,Activitati de asistenta stomatologica
BRABETA GROUP SRL,39684370,BRAŞOV,0726232135,226173,0,0.02%,1039,Prelucrarea si conservarea fructelor si legumelor n.c.a.,2.0,50487.0,0.0,0%,1039.0,Prelucrarea si conservarea fructelor si legumelor n.c.a.,0.0,0.0,0.0,0%,1039.0,Prelucrarea si conservarea fructelor si legumelor n.c.a.,0.0,0.0,0.0,0%,1039.0,Prelucrarea si conservarea fructelor si legumelor n.c.a.
S.C. SANDA TURISM SRL,39689017,MUREŞ,0745215107,1085,44773,0%,111,"Cultivarea cerealelor (exclusiv orez), plantelor leguminoase si a plantelor producatoare de seminte oleaginoase",5.0,836.0,0.0,0%,5510.0,Hoteluri si alte facilitati de cazare similare,1.0,0.0,0.0,0%,5510.0,Hoteluri si alte facilitati de cazare similare,nan,nan,nan,nan,nan,nan
IODIAN BIO GREEN SRL,39694803,MUREŞ,-,142895,29876,0.07%,1085,Fabricarea de mâncaruri preparate,5.0,0.0,0.0,0%,1085.0,Fabricarea de mâncaruri preparate,0.0,0.0,0.0,0%,1085.0,Fabricarea de mâncaruri preparate,0.0,0.0,0.0,0%,1085.0,Fabricarea de mâncaruri preparate
SMART SOSY SRL,39700301,MUREŞ,0740404459,0,0,0%,1085,Fabricarea de mâncaruri preparate,3.0,0.0,0.0,0%,1085.0,Fabricarea de mâncaruri preparate,0.0,0.0,0.0,0%,1085.0,Fabricarea de mâncaruri preparate,nan,nan,nan,nan,nan,nan
LAB. MED DR. MOLDOVAN CLAUDIA SRL,39701838,MUREŞ,-,136994,17182,0%,8690,Alte activitati referitoare la sanatatea umana,4.0,106421.0,0.0,0%,8690.0,Alte activitati referitoare la sanatatea umana,3.0,48254.0,0.0,0%,8690.0,Alte activitati referitoare la sanatatea umana,nan,nan,nan,nan,nan,nan
SC SAVORY TRADITIONAL FOOD SRL,39701900,MUREŞ,-,89433,0,0%,5610,Restaurante,7.0,110668.0,0.0,0%,5610.0,Restaurante,0.0,0.0,0.0,0%,5610.0,Restaurante,nan,nan,nan,nan,nan,nan
SC ABELAMOS SRL,39704265,ALBA,-,5318,0,0%,1610,Taierea si rindeluirea lemnului,5.0,172911.0,2688.0,0%,1610.0,Taierea si rindeluirea lemnului,0.0,433133.0,74415.0,0.01%,1610.0,Taierea si rindeluirea lemnului,0.0,79056.0,0.0,0%,1610.0,Taierea si rindeluirea lemnului
FACATORUL DE PASTE SRL,39706495,MUREŞ,0741673754,0,0,0%,1073,"Fabricarea macaroanelor, taiteilor, cus-cus-ului si a altor produse fainoase similare",3.0,0.0,0.0,0%,1073.0,"Fabricarea macaroanelor, taiteilor, cus-cus-ului si a altor produse fainoase similare",0.0,0.0,0.0,0%,1073.0,"Fabricarea macaroanelor, taiteilor, cus-cus-ului si a altor produse fainoase similare",nan,nan,nan,nan,nan,nan
S.C. COUNTRY KITCHEN SRL,39709033,MUREŞ,-,54250,3340,0%,1089,Fabricarea altor produse alimentare n.c.a.,0.0,0.0,0.0,0%,1089.0,Fabricarea altor produse alimentare n.c.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC ARTEN PLUS SRL,39714226,DOLJ,0784670910,0,0,0%,1812,Alte activitati de tiparire n.c.a.,1.0,0.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.
S.C. CDP PROD SIBIU SRL,39715256,SIBIU,-,2130552,840939,0.22%,2399,"Fabricarea altor produse din minerale nemetalice, n.c.a.",10.0,1867515.0,994437.0,0.19%,2399.0,"Fabricarea altor produse din minerale nemetalice, n.c.a.",2.0,288266.0,206621.0,0.03%,2399.0,"Fabricarea altor produse din minerale nemetalice, n.c.a.",0.0,233058.0,220678.0,0.02%,2399.0,"Fabricarea altor produse din minerale nemetalice, n.c.a."
INDRAD SERV STAR SRL,39717613,ALBA,-,2900,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,2.0,6100.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,0.0,174524.0,144680.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,0.0,139532.0,133815.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale
GUMILAND CAR  SRL,39719339,MUREŞ,-,291699,704,0%,4511,"Comert cu autoturisme si autovehicule usoare (sub 3,5 tone)",2.0,117122.0,0.0,0%,4511.0,"Comert cu autoturisme si autovehicule usoare (sub 3,5 tone)",1.0,94240.0,8914.0,0%,4520.0,Întretinerea si repararea autovehiculelor,1.0,34520.0,0.0,0%,4520.0,Întretinerea si repararea autovehiculelor
S.C. ERA MEDIA ART SRL,39719568,BRAŞOV,-,0,0,0%,6020,Activitati de difuzare a programelor de televiziune,0.0,0.0,0.0,0%,6020.0,Activitati de difuzare a programelor de televiziune,0.0,0.0,0.0,0%,6020.0,Activitati de difuzare a programelor de televiziune,0.0,0.0,0.0,0%,6020.0,Activitati de difuzare a programelor de televiziune
EISBERG GELATO SRL,39720627,SIBIU,-,3224075,898852,0.77%,1052,Fabricarea înghetatei,5.0,563204.0,4860.0,0.13%,1052.0,Fabricarea înghetatei,1.0,191219.0,164407.0,0.05%,1052.0,Fabricarea înghetatei,0.0,0.0,0.0,0%,1052.0,Fabricarea înghetatei
MADEMI-CONSTRUCT SRL,39732710,SIBIU,0751342954,93925,0,0%,812,Extractia pietrisului si nisipului; extractia argilei si caolinului,2.0,4487.0,0.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului,0.0,0.0,0.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului,0.0,0.0,0.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului
DHC PARTNER CONCEPT SRL,39732737,SIBIU,0744563663,256261,7581,0%,7112,Activitati de inginerie si consultanta tehnica legate de acestea,4.0,33260.0,4214.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,0.0,0.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,0.0,0.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea
S.C. TOMI MOB APUSENI SRL,39733651,ALBA,-,172396,28187,0%,3109,Fabricarea de mobila n.c.a.,5.0,192157.0,34891.0,0%,3109.0,Fabricarea de mobila n.c.a.,5.0,0.0,0.0,0%,3109.0,Fabricarea de mobila n.c.a.,nan,nan,nan,nan,nan,nan
SC HOTOIU TEHNIC INSTAL SRL,39733872,ALBA,-,157311,1684,0%,4322,"Lucrari de instalatii sanitare, de încalzire si de aer conditionat",4.0,96765.0,2191.0,0%,4322.0,"Lucrari de instalatii sanitare, de încalzire si de aer conditionat",0.0,0.0,0.0,0%,4322.0,"Lucrari de instalatii sanitare, de încalzire si de aer conditionat",nan,nan,nan,nan,nan,nan
TUKTUK THAI CUISINE SRL,39738322,MUREŞ,-,623464,61021,0.31%,1085,Fabricarea de mâncaruri preparate,5.0,275609.0,0.0,0.14%,1085.0,Fabricarea de mâncaruri preparate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
S.C. ELIS CENTRU EDUCATIONAL SRL,39744839,BRAŞOV,0769272476,556955,3777,0.33%,8552,"Învatamânt în domeniul cultural (limbi straine, muzica, teatru, dans, arte plastice, si alte arte",6.0,284650.0,0.0,0.17%,8552.0,"Învatamânt în domeniul cultural (limbi straine, muzica, teatru, dans, arte plastice, si alte arte",2.0,144695.0,0.0,0.09%,8552.0,"Învatamânt în domeniul cultural (limbi straine, muzica, teatru, dans, arte plastice, si alte arte",1.0,9297.0,0.0,0.01%,8552.0,"Învatamânt în domeniul cultural (limbi straine, muzica, teatru, dans, arte plastice, si alte arte"
S.C. COUNTRY SPECIAL BAKERY SRL,39749160,MUREŞ,-,53350,0,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,3.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
LORANETT FOOD SRL,39760591,ALBA,-,3375,0,0%,1085,Fabricarea de mâncaruri preparate,5.0,0.0,0.0,0%,1085.0,Fabricarea de mâncaruri preparate,3.0,0.0,0.0,0%,1085.0,Fabricarea de mâncaruri preparate,0.0,0.0,0.0,0%,1085.0,Fabricarea de mâncaruri preparate
THOR STRONG ROOF SRL,39773303,ALBA,-,0,0,0%,2550,Fabricarea produselor metalice obtinute prin deformare plastica; metalurgia pulberilor,3.0,265896.0,0.0,0.01%,2550.0,Fabricarea produselor metalice obtinute prin deformare plastica; metalurgia pulberilor,3.0,0.0,0.0,0%,2550.0,Fabricarea produselor metalice obtinute prin deformare plastica; metalurgia pulberilor,nan,nan,nan,nan,nan,nan
ALEOMI LAB SRL,39775436,MUREŞ,-,1902862,249223,0.02%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,18.0,1231518.0,65203.0,0.01%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,16.0,1449736.0,241483.0,0.02%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie
S.C.ARHWERK SRL,39783846,BRAŞOV,-,344704,116745,0.02%,7111,Activitati de arhitectura,4.0,217545.0,25795.0,0.01%,7111.0,Activitati de arhitectura,3.0,79101.0,4633.0,0%,7111.0,Activitati de arhitectura,nan,nan,nan,nan,nan,nan
S.C. SENDSOUND AGENCY SRL,39783820,SIBIU,-,65420,0,0.02%,9002,Activitati suport pentru interpretare artistica (spectacole),4.0,19080.0,0.0,0.01%,9002.0,Activitati suport pentru interpretare artistica (spectacole),2.0,6200.0,0.0,0%,9002.0,Activitati suport pentru interpretare artistica (spectacole),0.0,0.0,0.0,0%,9002.0,Activitati suport pentru interpretare artistica (spectacole)
S.C.BIO FRUIT FOLLIES 2018 SRL,39786389,COVASNA,-,1249,562614,0%,1039,Prelucrarea si conservarea fructelor si legumelor n.c.a.,5.0,0.0,144671.0,0%,1039.0,Prelucrarea si conservarea fructelor si legumelor n.c.a.,0.0,0.0,0.0,0%,1039.0,Prelucrarea si conservarea fructelor si legumelor n.c.a.,0.0,0.0,0.0,0%,1039.0,Prelucrarea si conservarea fructelor si legumelor n.c.a.
S.C. LUKALEX MASTER CLEAN S.R.L.,39790843,ALBA,-,0,0,0%,4120,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,7.0,254950.0,0.0,0%,4120.0,Lucrari de constructie a cladirilor rezidentiale si nerezidentiale,0.0,299233.0,34993.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
S.C. BRILLIANT BEAUTY CENTER SRL,39790860,ALBA,-,131979,0,0.01%,8559,Alte forme de învatamânt n.c.a.,3.0,105471.0,0.0,0.01%,8559.0,Alte forme de învatamânt n.c.a.,0.0,0.0,0.0,0%,8559.0,Alte forme de învatamânt n.c.a.,nan,nan,nan,nan,nan,nan
SAM FOREST MARIUS SRL,39791474,ALBA,-,1097141,222794,0.02%,1610,Taierea si rindeluirea lemnului,1.0,366907.0,31426.0,0.01%,1610.0,Taierea si rindeluirea lemnului,1.0,116806.0,8106.0,0%,1610.0,Taierea si rindeluirea lemnului,nan,nan,nan,nan,nan,nan
EMMA ATELIERE SRL,39792917,BRAŞOV,-,331112,0,0.03%,8559,Alte forme de învatamânt n.c.a.,3.0,186065.0,2118.0,0.02%,8559.0,Alte forme de învatamânt n.c.a.,1.0,81975.0,0.0,0.01%,8559.0,Alte forme de învatamânt n.c.a.,2.0,9036.0,0.0,0%,8559.0,Alte forme de învatamânt n.c.a.
EXTALMIN DIGGING SRL,39795891,MUREŞ,0741193881,169434,0,0.01%,4312,Lucrari de pregatire a terenului,4.0,75989.0,0.0,0.01%,4312.0,Lucrari de pregatire a terenului,2.0,14581.0,0.0,0%,4312.0,Lucrari de pregatire a terenului,nan,nan,nan,nan,nan,nan
S.C.SMART HEALTH ALTERNATIV SRL,39796587,BRAŞOV,0753645310,471067,2314,0.11%,9313,Activitati ale centrelor de fitness,8.0,352248.0,0.0,0.09%,9313.0,Activitati ale centrelor de fitness,5.0,223380.0,7421.0,0.05%,9313.0,Activitati ale centrelor de fitness,0.0,4161.0,0.0,0%,9313.0,Activitati ale centrelor de fitness
SC FAST KINDER TRANS SRL,39801799,MUREŞ,-,943208,133777,0%,4941,Transporturi rutiere de marfuri,6.0,396745.0,184350.0,0%,4941.0,Transporturi rutiere de marfuri,0.0,0.0,0.0,0%,4941.0,Transporturi rutiere de marfuri,nan,nan,nan,nan,nan,nan
S.C. LEMPESWALD SRL,39814853,BRAŞOV,-,149789,5690,0.01%,1089,Fabricarea altor produse alimentare n.c.a.,4.0,143802.0,16482.0,0.01%,1089.0,Fabricarea altor produse alimentare n.c.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
COD PAINT SRL,39814926,BRAŞOV,0723552367,216267,39227,0.01%,7120,Activitati de testare si analize tehnice,4.0,425022.0,336298.0,0.01%,7120.0,Activitati de testare si analize tehnice,1.0,4714.0,0.0,0%,7120.0,Activitati de testare si analize tehnice,0.0,0.0,0.0,0%,7120.0,Activitati de testare si analize tehnice
STONE CONSTRUCT  PROD INVEST,39817817,ALBA,0740808188,1000,0,0%,812,Extractia pietrisului si nisipului; extractia argilei si caolinului,0.0,84.0,0.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului,1.0,0.0,0.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului,0.0,0.0,0.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului
BORZA STAR SRL,39823614,GALAŢI,0748332972,84676,0,0%,812,Extractia pietrisului si nisipului; extractia argilei si caolinului,3.0,7983.0,0.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GB SOFT BIOTECH SRL,39833405,BIHOR,-,426823,97234,0.02%,812,Extractia pietrisului si nisipului; extractia argilei si caolinului,2.0,15000.0,672.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0%,812.0,Extractia pietrisului si nisipului; extractia argilei si caolinului
OMAMA MEDFIE SRL MEDIAS,39835430,SIBIU,0751859887,350846,248934,0.02%,1072,Fabricarea biscuitilor si piscoturilor; fabricarea prajiturilor si a produselor conservate de patiserie,2.0,99055.0,43402.0,0%,1072.0,Fabricarea biscuitilor si piscoturilor; fabricarea prajiturilor si a produselor conservate de patiserie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SC MATYDO DCS GRUP SRL,39839874,ALBA,-,59030,0,0%,2511,Fabricarea de constructii metalice si parti componente ale structurilor metalice,4.0,36998.0,12291.0,0%,2511.0,Fabricarea de constructii metalice si parti componente ale structurilor metalice,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MORAMAR DEL SOL SRL,39840763,ALBA,0754658733,0,0,0%,1085,Fabricarea de mâncaruri preparate,1.0,0.0,5293.0,0%,1085.0,Fabricarea de mâncaruri preparate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MOBILACONCEPTUM STUDIO SRL,39840844,MUREŞ,-,2853424,48356,0.03%,3109,Fabricarea de mobila n.c.a.,16.0,1735856.0,35738.0,0.02%,3109.0,Fabricarea de mobila n.c.a.,17.0,1736114.0,8482.0,0.02%,3109.0,Fabricarea de mobila n.c.a.,7.0,7395.0,0.0,0%,3109.0,Fabricarea de mobila n.c.a.
S.C. MOBILE ASSISTANCE SRL,39847486,MUREŞ,-,148511,971,0%,7120,Activitati de testare si analize tehnice,5.0,0.0,0.0,0%,7120.0,Activitati de testare si analize tehnice,1.0,0.0,0.0,0%,7120.0,Activitati de testare si analize tehnice,0.0,0.0,0.0,0%,7120.0,Activitati de testare si analize tehnice
SOFEX ART S.R.L.,39849967,ALBA,0740021554,90500,20989,0.02%,9002,Activitati suport pentru interpretare artistica (spectacole),4.0,5600.0,0.0,0%,9002.0,Activitati suport pentru interpretare artistica (spectacole),4.0,54500.0,0.0,0.01%,9002.0,Activitati suport pentru interpretare artistica (spectacole),nan,nan,nan,nan,nan,nan
Nide Tech S.r.l,39857358,MUREŞ,-,415379,179774,0%,7112,Activitati de inginerie si consultanta tehnica legate de acestea,5.0,118473.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,2.0,191594.0,48916.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea,1.0,0.0,0.0,0%,7112.0,Activitati de inginerie si consultanta tehnica legate de acestea
AVANTI MOB DESIGN S.R.L.,39875281,BRAŞOV,-,154952,0,0%,3109,Fabricarea de mobila n.c.a.,3.0,170094.0,0.0,0%,3109.0,Fabricarea de mobila n.c.a.,4.0,45855.0,0.0,0%,3109.0,Fabricarea de mobila n.c.a.,0.0,0.0,0.0,0%,3109.0,Fabricarea de mobila n.c.a.
CLEAN DENIMAR SRL,39883896,ALBA,-,173560,6859,0.01%,4312,Lucrari de pregatire a terenului,0.0,174826.0,3676.0,0.01%,4312.0,Lucrari de pregatire a terenului,5.0,59700.0,13519.0,0.02%,8122.0,"ctivitati specializate de curatenie a cladirilor, mijloacelor de transport, masini si utilaje ",5.0,20000.0,1333.0,0.01%,8122.0,"ctivitati specializate de curatenie a cladirilor, mijloacelor de transport, masini si utilaje "
VALEA SATULUI DE MUNTE SRL,39893210,SIBIU,0731494616,5923438,467482,0.64%,5520,Facilitati de cazare pentru vacante si perioade de scurta durata,2.0,4312938.0,281812.0,0.47%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,1.0,5150.0,0.0,0%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata,1.0,4900.0,734.0,0%,5520.0,Facilitati de cazare pentru vacante si perioade de scurta durata
ORFEU MAGIC S.R.L.,39897123,ALBA,-,0,0,0%,9002,Activitati suport pentru interpretare artistica (spectacole),5.0,0.0,0.0,0%,9002.0,Activitati suport pentru interpretare artistica (spectacole),0.0,0.0,0.0,0%,9002.0,Activitati suport pentru interpretare artistica (spectacole),nan,nan,nan,nan,nan,nan
FRIDAY CLEAN SRL,39899841,SIBIU,0756481589,409981,86061,0.1%,9601,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,5.0,247747.0,0.0,0.06%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,2.0,117219.0,1430.0,0.03%,9601.0,Spalarea si curatarea (uscata) articolelor textile si a produselor din blana,nan,nan,nan,nan,nan,nan
VIVIANNE DENTLABOR SRL,39904441,MUREŞ,-,241260,0,0.02%,3250,"Productia de dispozitive, aparate si instrumente medicale si stomatologice",5.0,201295.0,27575.0,0.01%,3250.0,"Productia de dispozitive, aparate si instrumente medicale si stomatologice",1.0,61140.0,1770.0,0%,3250.0,"Productia de dispozitive, aparate si instrumente medicale si stomatologice",nan,nan,nan,nan,nan,nan
DORIADO TRAVEL SRL,39908621,ALBA,-,16746,0,0%,7911,Activitati ale agentiilor turistice,3.0,0.0,0.0,0%,7911.0,Activitati ale agentiilor turistice,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BUJORICA FOOD SRL,39908710,MUREŞ,0740192114,135000,830,0.07%,1085,Fabricarea de mâncaruri preparate,5.0,175015.0,32417.0,0.09%,1085.0,Fabricarea de mâncaruri preparate,0.0,8000.0,0.0,0%,1085.0,Fabricarea de mâncaruri preparate,0.0,0.0,0.0,0%,1085.0,Fabricarea de mâncaruri preparate
S.C.BOOK HERITAGE SRL,39910419,MUREŞ,-,200393,85980,0.01%,1812,Alte activitati de tiparire n.c.a.,3.0,111925.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.,3.0,4080.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.,0.0,0.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.
TEXT CAR SERVICE S.R.L.,39916756,MUREŞ,-,0,0,0%,4520,Întretinerea si repararea autovehiculelor,6.0,262181.0,228467.0,0%,4520.0,Întretinerea si repararea autovehiculelor,6.0,115750.0,1142.0,0%,4520.0,Întretinerea si repararea autovehiculelor,nan,nan,nan,nan,nan,nan
RAJINOASA SPEDITION SRL,39934701,ALBA,-,0,0,0%,2511,Fabricarea de constructii metalice si parti componente ale structurilor metalice,0.0,0.0,0.0,0%,2511.0,Fabricarea de constructii metalice si parti componente ale structurilor metalice,0.0,0.0,0.0,0%,2511.0,Fabricarea de constructii metalice si parti componente ale structurilor metalice,0.0,0.0,0.0,0%,2511.0,Fabricarea de constructii metalice si parti componente ale structurilor metalice
DOBOS ANDREMAD SRL,39935421,MUREŞ,-,0,0,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,4.0,36000.0,4186.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DSI STAR PLAY SRL,39941784,SIBIU,0745503663,129297,0,0.01%,9329,Alte activitati recreative si distractive n.c.a.,3.0,32705.0,0.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.,0.0,0.0,0.0,0%,9329.0,Alte activitati recreative si distractive n.c.a.,nan,nan,nan,nan,nan,nan
IRINA FOOD PRODUCTION SRL,39945441,ALBA,-,0,92480,0%,1812,Alte activitati de tiparire n.c.a.,1.0,0.0,0.0,0%,1812.0,Alte activitati de tiparire n.c.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PAS SHOES TRADING S.R.L.,39946650,MUREŞ,-,491941,257540,0.01%,1520,Fabricarea încaltamintei,5.0,299283.0,188159.0,0.01%,1520.0,Fabricarea încaltamintei,4.0,147760.0,72429.0,0%,1520.0,Fabricarea încaltamintei,nan,nan,nan,nan,nan,nan
S.C. DENIS TEAM SERVICE SRL,39952082,ALBA,-,33468,0,0%,2920,Productia de caroserii pentru autovehicule; fabricarea de remorci si semiremorci,4.0,10370.0,0.0,0%,2920.0,Productia de caroserii pentru autovehicule; fabricarea de remorci si semiremorci,0.0,0.0,0.0,0%,2920.0,Productia de caroserii pentru autovehicule; fabricarea de remorci si semiremorci,nan,nan,nan,nan,nan,nan
PATE DOREE SRL,39959765,MUREŞ,-,51900,601,0%,1071,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,3.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie,0.0,0.0,0.0,0%,1071.0,Fabricarea pâinii; fabricarea prajiturilor si a produselor proaspete de patiserie
